id,question,choice_0,choice_1,choice_2,choice_3,choice_4,label,human_expl_open-ended,nle
043245f6f1badb30c7b0ed43aa554d33,What is the opposite of dissociate with someone?,fuse,unit,join,combine,incorporate,2,This is the opposite meaning,"The opposite of dissociate with someone is to associate with them.  To join someone else is to become one with them, whether it be in a business, social, or personal sense.  Joining someone else is to become part of their life, whether it be through friendship, romance, or work."
38a30c64be4a716f5d74dc6c99e26cdb,Why do some people quit work and go back to school for?,face problems,better themselves,become disillusioned,knowledge,talk to each other,1,better yourself by going back to school,"People may quit work and go back to school for a variety of reasons.  Some may face financial difficulties, lack of job satisfaction, or even a lack of motivation. In order to improve their skills and increase their job prospects, they may decide to go back to school and get further education. Others may seek to further their career by taking on more responsibility or developing new skills that are necessary for the job they are applying for. Finally, some may just want to take a break from the work environment and gain more knowledge and experience."
1e0681430571f50e5194f0ee7721ec8d,What do people do with each other when they feel anger?,pass sentence,wrestle,hug each other,fight,illustrate point,3,Angry people typically fight,"People often express their anger by fighting, whether it be with a physical fight or an emotional fight.  It is often the result of deep-seated feelings of frustration and helplessness."
e7e427f81b5ea8e66e87449332fa9e00,What does one do at an office?,work,school building,workplace,skyscraper,public building,0,An office is a place of employment where someone would go to do work at.,"One does not necessarily do anything at an office; this could refer to working during the day, attending meetings or events, or engaging in leisure activities such as reading a book or watching a movie."
8440ddeff09294809d22fe91f30a4ed0,Where do older people sometimes want to hear the singer more than the music?,elevator,opera,carnival,music hall,night club,1,"carnivals and night clubs are usually too loud for elderly people anyway, they wouldn't want to hear the singer more than the music. In the opera, the singer is the most important part.","Because a chess set is a collection of chess pieces, it would be a good place to store a chess pawn when it is not being used. "
fe9707c41e9ea4f92d823d13d7c3d5d2,When you first wake up and head to work what do you have to do?,get going,concentrate,drink coffee,get dressed,have job,0,you need to get going otherwise you will not arrive at work,"When you first wake up and head to work, you don't need to do anything other than get dressed and have your job."
5dd16ec4a1ca8ea3e8f3387578a3cc3b,"I pay someone in a ticket booth for tickets to ""The Greatest Showman.""  Where am I likely to be?",sports arena,auditorium,opera,movie theatre,metro station,3,"Only the movie theatre would be expected to exhibit ""The Greatest Showman.""",You are likely to be in a movie theater when you purchase tickets to The Greatest Showman.
dda639a70d1eabea84ef9846b9e35211,"They were very careful transporting the holy artifact, the last thing they wanted to do was deliver it what?",profane,common,halibut,broken,damaged,4,"damaged They were very careful transporting the holy artifact,the last thing they wanted to do was deliver it","The holy artifact was damaged during transport, rendering it unusable."
684f4f29638627e9053075c7a3415f33,"If I am attending a self-help lecture, what am I hoping to accomplish?",go to sleep,gaining happiness,gaining knowledge,inspiration,gain knowledge,3,"Self-help requires drive and motivation, and thus inspiration.","Because a chess set is a collection of chess pieces, it would be a good place to store a chess pawn when it is not being used. "
494b8316614fc64c5c27757aeaffce23,What would you normally expect a cat to say?,see king,hello,meow,drink water,live many years,2,"Cats meow when trying to communicate, unlike the other options","A cat typically says \""meow\"" when it is seeking attention or expressing a request.  It is usually a vocalization that is both loud and clear, and typically occurs when the cat is in a friendly mood.  It can also be used to indicate a need for food or to indicate a presence of a threat.  In addition, cats may also use other vocalizations such as purring, hissing, and growling."
f801954376ccc5d83dfb158a7258c957,"Jealousy led to the best contestant actually having scorecards lower, afterwards the what was investigated for their score given?",love else,wage war,ocean,compete,judge,4,Judges typically have scorecards.,"The investigation into the scores should focus on the judge's actions rather than the contestant's. The judge may have made mistakes or been biased against the contestant.  The scorecards should be examined to determine if the judge's actions were correct or if they were influenced by any bias.  If there is enough evidence, the judge should be removed from the competition."
